state,constituency,winner,party,gender,criminal cases,age,category,education,assets,liabilities,total electors,balance assets,total_cons_per_state,total_voters_per_state,total_voters_per_cons
Chhattisgarh,RAIGARH,1,BJP,0,0,43.0,ST,6,7043539.0,0.0,1733805,7043539.0,38,63568103,3
Chhattisgarh,RAIGARH,0,INC,1,1,42.0,ST,8,7254977.0,2080854.0,1733805,5174123.0,38,63568103,3
Chhattisgarh,RAIGARH,0,BSP,1,0,58.0,ST,7,7697000.0,1475000.0,1733805,6222000.0,38,63568103,3
Chhattisgarh,RAIPUR,1,BJP,1,0,57.0,GENERAL,7,46068126.0,2482214.0,2111738,43585912.0,38,63568103,2
Chhattisgarh,RAIPUR,0,INC,1,0,53.0,GENERAL,8,64682454.0,7605574.0,2111738,57076880.0,38,63568103,2
Andhra Pradesh,RAJAHMUNDRY,1,YSRCP,1,2,36.0,GENERAL,7,458205360.0,17814757.0,1534256,440390603.0,101,159256762,4
Andhra Pradesh,RAJAHMUNDRY,0,TDP,0,0,45.0,GENERAL,7,431848590.0,324874000.0,1534256,106974590.0,101,159256762,4
Andhra Pradesh,RAJAHMUNDRY,0,JnP,1,0,55.0,GENERAL,8,673924565.0,461954372.0,1534256,211970193.0,101,159256762,4
Andhra Pradesh,RAJAHMUNDRY,0,INC,1,0,55.0,GENERAL,6,562700.0,261693.0,1534256,301007.0,101,159256762,4
Andhra Pradesh,RAJAMPET,1,YSRCP,1,3,42.0,GENERAL,8,665085701.0,205473477.0,1546938,459612224.0,101,159256762,4
Andhra Pradesh,RAJAMPET,0,TDP,0,0,68.0,GENERAL,6,2204833211.0,593275186.0,1546938,1611558025.0,101,159256762,4
Andhra Pradesh,RAJAMPET,0,JnP,1,0,42.0,GENERAL,4,600000.0,1200000.0,1546938,-600000.0,101,159256762,4
Andhra Pradesh,RAJAMPET,0,INC,1,2,48.0,GENERAL,4,27400500.0,5600000.0,1546938,21800500.0,101,159256762,4
Madhya Pradesh,RAJGARH,1,BJP,1,0,58.0,GENERAL,7,40198295.0,3921362.0,1694329,36276933.0,93,165541098,2
Madhya Pradesh,RAJGARH,0,INC,0,0,50.0,GENERAL,7,23174475.0,5353782.0,1694329,17820693.0,93,165541098,2
Gujarat,RAJKOT,1,BJP,1,0,67.0,GENERAL,3,68818120.0,16566856.0,1884339,52251264.0,69,119028011,3
Gujarat,RAJKOT,0,INC,1,2,61.0,GENERAL,7,97582897.0,82106333.0,1884339,15476564.0,69,119028011,3
Gujarat,RAJKOT,0,BSP,1,4,48.0,SC,6,535000.0,0.0,1884339,535000.0,69,119028011,3
Jharkhand,RAJMAHAL,1,JMM,1,0,36.0,ST,4,12919555.0,2743560.0,1454436,10175995.0,65,100839587,5
Jharkhand,RAJMAHAL,0,BJP,1,0,63.0,ST,7,56991946.0,17588570.0,1454436,39403376.0,65,100839587,5
Jharkhand,RAJMAHAL,0,CPI(M),1,0,56.0,ST,7,2402310.0,10000.0,1454436,2392310.0,65,100839587,5
Jharkhand,RAJMAHAL,0,AITC,0,0,32.0,ST,7,4946922.0,950000.0,1454436,3996922.0,65,100839587,5
Jharkhand,RAJMAHAL,0,IND,1,0,65.0,ST,6,872228.0,0.0,1454436,872228.0,65,100839587,5
Chhattisgarh,RAJNANDGAON,1,BJP,1,0,51.0,GENERAL,7,24861970.0,1519820.0,1716459,23342150.0,38,63568103,3
Chhattisgarh,RAJNANDGAON,0,INC,1,0,60.0,GENERAL,3,12428558.0,657124.0,1716459,11771434.0,38,63568103,3
Chhattisgarh,RAJNANDGAON,0,BSP,0,0,45.0,SC,8,3892830.0,23000.0,1716459,3869830.0,38,63568103,3
Rajasthan,RAJSAMAND,1,BJP,0,0,48.0,GENERAL,5,165984623.0,0.0,1912911,165984623.0,74,144688084,4
Rajasthan,RAJSAMAND,0,INC,1,1,76.0,GENERAL,8,251586733.0,18611248.0,1912911,232975485.0,74,144688084,4
Rajasthan,RAJSAMAND,0,BSP,1,0,45.0,GENERAL,7,7374000.0,8851.0,1912911,7365149.0,74,144688084,4
Rajasthan,RAJSAMAND,0,APoI,1,0,44.0,SC,2,300000.0,0.0,1912911,300000.0,74,144688084,4
Tamil Nadu,RAMANATHAPURAM,1,IUML,1,1,39.0,GENERAL,6,364738171.0,47008615.0,1559740,317729556.0,189,291486662,5
Tamil Nadu,RAMANATHAPURAM,0,BJP,1,1,59.0,GENERAL,8,194674653.0,80459602.0,1559740,114215051.0,189,291486662,5
Tamil Nadu,RAMANATHAPURAM,0,IND,1,4,38.0,GENERAL,7,49057656.0,6103249.0,1559740,42954407.0,189,291486662,5
Tamil Nadu,RAMANATHAPURAM,0,NTK,0,0,37.0,GENERAL,7,955530.0,350000.0,1559740,605530.0,189,291486662,5
Tamil Nadu,RAMANATHAPURAM,0,MNM,1,0,30.0,GENERAL,7,2636018.0,0.0,1559740,2636018.0,189,291486662,5
Uttar Pradesh,RAMPUR,1,SP,1,10,64.0,GENERAL,7,46124814.0,0.0,1679506,46124814.0,251,458868319,3
Uttar Pradesh,RAMPUR,0,BJP,0,0,57.0,GENERAL,6,279273009.0,16204374.0,1679506,263068635.0,251,458868319,3
Uttar Pradesh,RAMPUR,0,INC,1,0,56.0,GENERAL,7,97199000.0,5525000.0,1679506,91674000.0,251,458868319,3
Maharashtra,RAMTEK,1,SHS,1,0,53.0,SC,7,95603165.0,4228793.0,1922764,91374372.0,175,321123079,4
Maharashtra,RAMTEK,0,INC,1,0,61.0,SC,8,76190424.0,259920.0,1922764,75930504.0,175,321123079,4
Maharashtra,RAMTEK,0,BSP,1,0,29.0,SC,4,950000.0,0.0,1922764,950000.0,175,321123079,4
Maharashtra,RAMTEK,0,VBA,0,0,58.0,SC,1,8100000.0,0.0,1922764,8100000.0,175,321123079,4
West Bengal,RANAGHAT,1,BJP,1,1,56.0,SC,7,17622476.0,0.0,1762252,17622476.0,173,288147109,4
West Bengal,RANAGHAT,0,AITC,0,0,25.0,SC,7,7370951.0,1727897.0,1762252,5643054.0,173,288147109,4
West Bengal,RANAGHAT,0,CPI(M),0,1,56.0,SC,8,3211830.0,0.0,1762252,3211830.0,173,288147109,4
West Bengal,RANAGHAT,0,INC,0,0,56.0,SC,7,3197168.0,777679.0,1762252,2419489.0,173,288147109,4
Jharkhand,RANCHI,1,BJP,1,0,60.0,GENERAL,7,14044267.0,100000.0,1915959,13944267.0,65,100839587,3
Jharkhand,RANCHI,0,INC,1,1,67.0,GENERAL,7,73566185.0,11873779.0,1915959,61692406.0,65,100839587,3
Jharkhand,RANCHI,0,IND,1,0,77.0,GENERAL,4,45998584.0,0.0,1915959,45998584.0,65,100839587,3
Madhya Pradesh,RATLAM,1,BJP,1,0,62.0,ST,7,42072262.0,4890940.0,1851112,37181322.0,93,165541098,3
Madhya Pradesh,RATLAM,0,INC,1,1,68.0,ST,8,90679618.0,904000.0,1851112,89775618.0,93,165541098,3
Madhya Pradesh,RATLAM,0,BTP,1,4,28.0,ST,7,62500.0,0.0,1851112,62500.0,93,165541098,3
Maharashtra,RATNAGIRI - SINDHUDURG,1,SHS,1,3,65.0,GENERAL,8,50660534.0,2830000.0,1455577,47830534.0,175,321123079,6
Maharashtra,RATNAGIRI - SINDHUDURG,0,MSHP,1,5,38.0,GENERAL,9,254141202.0,76363728.0,1455577,177777474.0,175,321123079,6
Maharashtra,RATNAGIRI - SINDHUDURG,0,INC,1,0,62.0,GENERAL,4,124520857.0,16820672.0,1455577,107700185.0,175,321123079,6
Maharashtra,RATNAGIRI - SINDHUDURG,0,VBA,1,0,74.0,GENERAL,3,3493826.0,0.0,1455577,3493826.0,175,321123079,6
Maharashtra,RATNAGIRI - SINDHUDURG,0,IND,1,0,28.0,GENERAL,7,316000.0,0.0,1455577,316000.0,175,321123079,6
Maharashtra,RATNAGIRI - SINDHUDURG,0,BARESP,1,0,32.0,SC,7,202000.0,0.0,1455577,202000.0,175,321123079,6
Maharashtra,RAVER,1,BJP,0,0,31.0,GENERAL,7,172713734.0,0.0,1775051,172713734.0,175,321123079,3
Maharashtra,RAVER,0,INC,1,1,59.0,GENERAL,8,198503281.0,4508413.0,1775051,193994868.0,175,321123079,3
Maharashtra,RAVER,0,VBA,1,0,39.0,GENERAL,6,8901000.0,4450000.0,1775051,4451000.0,175,321123079,3
Madhya Pradesh,REWA,1,BJP,1,0,62.0,GENERAL,7,20359750.0,580627.0,1679534,19779123.0,93,165541098,4
Madhya Pradesh,REWA,0,INC,1,0,34.0,GENERAL,7,30182893.0,1325755.0,1679534,28857138.0,93,165541098,4
Madhya Pradesh,REWA,0,BSP,1,0,36.0,GENERAL,7,15156991.0,3100000.0,1679534,12056991.0,93,165541098,4
Madhya Pradesh,REWA,0,CPI(M),1,0,49.0,GENERAL,8,3498413.0,265000.0,1679534,3233413.0,93,165541098,4
Uttar Pradesh,ROBERTSGANJ,1,ADAL,1,0,66.0,SC,1,23048078.0,684133.0,1723538,22363945.0,251,458868319,6
Uttar Pradesh,ROBERTSGANJ,0,SP,1,1,67.0,SC,4,20813273.0,640631.0,1723538,20172642.0,251,458868319,6
Uttar Pradesh,ROBERTSGANJ,0,INC,1,0,64.0,SC,7,26146670.0,4105250.0,1723538,22041420.0,251,458868319,6
Uttar Pradesh,ROBERTSGANJ,0,BLRP,1,0,28.0,SC,8,1696772.0,0.0,1723538,1696772.0,251,458868319,6
Uttar Pradesh,ROBERTSGANJ,0,CPI(M),1,0,55.0,SC,7,2925000.0,0.0,1723538,2925000.0,251,458868319,6
Uttar Pradesh,ROBERTSGANJ,0,AIPF,1,0,64.0,SC,7,12713261.0,105801.0,1723538,12607460.0,251,458868319,6
Haryana,ROHTAK,1,BJP,1,0,56.0,GENERAL,8,41079284.0,16778090.0,1737133,24301194.0,41,73370373,4
Haryana,ROHTAK,0,INC,1,0,41.0,GENERAL,8,447255719.0,21846800.0,1737133,425408919.0,41,73370373,4
Haryana,ROHTAK,0,BSP,1,0,51.0,GENERAL,2,10638347.0,0.0,1737133,10638347.0,41,73370373,4
Haryana,ROHTAK,0,JNJP,1,3,32.0,GENERAL,8,5150821.0,0.0,1737133,5150821.0,41,73370373,4
Gujarat,SABARKANTHA,1,BJP,1,0,67.0,GENERAL,3,23997443.0,0.0,1801717,23997443.0,69,119028011,3
Gujarat,SABARKANTHA,0,INC,1,0,46.0,GENERAL,7,22687227.0,800000.0,1801717,21887227.0,69,119028011,3
Gujarat,SABARKANTHA,0,IND,1,0,38.0,GENERAL,4,590918.0,0.0,1801717,590918.0,69,119028011,3
Madhya Pradesh,SAGAR,1,BJP,1,1,51.0,GENERAL,8,16416828.0,547428.0,1583129,15869400.0,93,165541098,3
Madhya Pradesh,SAGAR,0,INC,1,0,65.0,GENERAL,8,116106237.0,869967.0,1583129,115236270.0,93,165541098,3
Madhya Pradesh,SAGAR,0,BSP,1,0,47.0,GENERAL,6,4225000.0,300000.0,1583129,3925000.0,93,165541098,3
Uttar Pradesh,SAHARANPUR,1,BSP,1,0,67.0,GENERAL,7,46146135.0,60000.0,1739082,46086135.0,251,458868319,3
Uttar Pradesh,SAHARANPUR,0,BJP,1,2,44.0,GENERAL,8,47543994.0,0.0,1739082,47543994.0,251,458868319,3
Uttar Pradesh,SAHARANPUR,0,INC,1,8,48.0,GENERAL,6,50597337.0,0.0,1739082,50597337.0,251,458868319,3
Tamil Nadu,SALEM,1,DMK,1,4,49.0,GENERAL,7,60045532.0,4039841.0,1612512,56005691.0,189,291486662,5
Tamil Nadu,SALEM,0,AIADMK,1,0,44.0,GENERAL,7,15055729.0,0.0,1612512,15055729.0,189,291486662,5
Tamil Nadu,SALEM,0,MNM,1,0,28.0,GENERAL,7,2750000.0,900000.0,1612512,1850000.0,189,291486662,5
Tamil Nadu,SALEM,0,IND,1,3,57.0,GENERAL,4,9748974.0,100000.0,1612512,9648974.0,189,291486662,5
Tamil Nadu,SALEM,0,NTK,1,3,57.0,GENERAL,6,15668882.0,0.0,1612512,15668882.0,189,291486662,5
Uttar Pradesh,SALEMPUR,1,BJP,1,0,55.0,GENERAL,6,27031724.0,249400.0,1667282,26782324.0,251,458868319,4
Uttar Pradesh,SALEMPUR,0,BSP,1,0,62.0,GENERAL,5,115246002.0,265057.0,1667282,114980945.0,251,458868319,4
Uttar Pradesh,SALEMPUR,0,SBSP,1,0,54.0,GENERAL,4,6310007.0,0.0,1667282,6310007.0,251,458868319,4
Uttar Pradesh,SALEMPUR,0,INC,1,1,61.0,GENERAL,9,13088751.0,903849.0,1667282,12184902.0,251,458868319,4
Bihar,SAMASTIPUR (SC),1,LJP,1,5,58.0,SC,4,17375975.0,999057.0,1679030,16376918.0,218,384468939,7
Bihar,SAMASTIPUR (SC),0,INC,1,0,64.0,SC,7,20396690.0,0.0,1679030,20396690.0,218,384468939,7
Bihar,SAMASTIPUR (SC),0,WAP,1,0,46.0,SC,8,593059.0,0.0,1679030,593059.0,218,384468939,7
Bihar,SAMASTIPUR (SC),0,IND,1,0,37.0,SC,8,1432734.0,445000.0,1679030,987734.0,218,384468939,7
Bihar,SAMASTIPUR (SC),0,AAM,0,1,25.0,SC,1,1628121.0,51000.0,1679030,1577121.0,218,384468939,7
Bihar,SAMASTIPUR (SC),0,BSP,1,0,40.0,SC,7,2540500.0,20000.0,1679030,2520500.0,218,384468939,7
Bihar,SAMASTIPUR (SC),0,VCSMP,1,0,32.0,SC,6,33000.0,50000.0,1679030,-17000.0,218,384468939,7
Odisha,SAMBALPUR,1,BJP,1,1,47.0,GENERAL,6,269543587.0,10337195.0,1468530,259206392.0,73,112683114,3
Odisha,SAMBALPUR,0,BJD,1,0,61.0,GENERAL,8,75651064.0,2259000.0,1468530,73392064.0,73,112683114,3
Odisha,SAMBALPUR,0,INC,1,0,62.0,GENERAL,7,59424606.0,703915.0,1468530,58720691.0,73,112683114,3
Uttar Pradesh,SAMBHAL,1,SP,1,0,86.0,GENERAL,7,13296671.0,0.0,1828764,13296671.0,251,458868319,3
Uttar Pradesh,SAMBHAL,0,BJP,1,0,64.0,GENERAL,4,110088877.0,4943218.0,1828764,105145659.0,251,458868319,3
Uttar Pradesh,SAMBHAL,0,INC,1,0,78.0,GENERAL,7,27137444.0,0.0,1828764,27137444.0,251,458868319,3
Maharashtra,SANGLI,1,BJP,1,1,54.0,GENERAL,4,191192187.0,23345328.0,1809109,167846859.0,175,321123079,3
Maharashtra,SANGLI,0,SWP,1,3,38.0,GENERAL,7,217156936.0,103062594.0,1809109,114094342.0,175,321123079,3
Maharashtra,SANGLI,0,VBA,1,5,36.0,GENERAL,6,10372000.0,42000.0,1809109,10330000.0,175,321123079,3
Punjab,SANGRUR,1,AAP,1,0,45.0,GENERAL,6,16427274.0,0.0,1529431,16427274.0,53,85100123,5
Punjab,SANGRUR,0,INC,1,0,68.0,GENERAL,6,1310793341.0,100605212.0,1529431,1210188129.0,53,85100123,5
Punjab,SANGRUR,0,SAD,1,1,43.0,GENERAL,8,179035633.0,0.0,1529431,179035633.0,53,85100123,5
Punjab,SANGRUR,0,SAD(M),1,0,74.0,GENERAL,7,170971628.0,5000000.0,1529431,165971628.0,53,85100123,5
Punjab,SANGRUR,0,LIP,1,0,46.0,GENERAL,7,17041210.0,11700000.0,1529431,5341210.0,53,85100123,5
Uttar Pradesh,SANT KABIR NAGAR,1,BJP,1,0,30.0,ST,7,4300614.0,2326248.0,1962903,1974366.0,251,458868319,3
Uttar Pradesh,SANT KABIR NAGAR,0,BSP,1,0,54.0,GENERAL,6,142535633.0,0.0,1962903,142535633.0,251,458868319,3
Uttar Pradesh,SANT KABIR NAGAR,0,INC,1,2,60.0,GENERAL,7,15341651.0,10068345.0,1962903,5273306.0,251,458868319,3
Bihar,SARAN,1,BJP,1,0,58.0,GENERAL,8,80740349.0,0.0,1667253,80740349.0,218,384468939,4
Bihar,SARAN,0,RJD,1,3,61.0,GENERAL,9,96944980.0,1901831.0,1667253,95043149.0,218,384468939,4
Bihar,SARAN,0,BSP,1,1,44.0,SC,7,11000.0,0.0,1667253,11000.0,218,384468939,4
Bihar,SARAN,0,IND,1,0,53.0,GENERAL,9,7698001.0,300000.0,1667253,7398001.0,218,384468939,4
Chhattisgarh,SARGUJA,1,BJP,0,0,55.0,ST,6,27682493.0,3251275.0,1655239,24431218.0,38,63568103,4
Chhattisgarh,SARGUJA,0,INC,1,0,72.0,ST,8,76086898.0,7070521.0,1655239,69016377.0,38,63568103,4
Chhattisgarh,SARGUJA,0,GGP,0,0,44.0,ST,7,2768500.0,1000000.0,1655239,1768500.0,38,63568103,4
Chhattisgarh,SARGUJA,0,BSP,0,0,40.0,ST,8,7849844.0,0.0,1655239,7849844.0,38,63568103,4
Bihar,SASARAM (SC),1,BJP,1,4,63.0,SC,8,32152250.0,2214842.0,1787878,29937408.0,218,384468939,4
Bihar,SASARAM (SC),0,INC,0,0,74.0,SC,8,475194636.0,0.0,1787878,475194636.0,218,384468939,4
Bihar,SASARAM (SC),0,BSP,1,0,35.0,SC,7,8864060.0,0.0,1787878,8864060.0,218,384468939,4
Bihar,SASARAM (SC),0,IND,1,10,48.0,SC,4,816680.0,0.0,1787878,816680.0,218,384468939,4
Maharashtra,SATARA,1,NCP,1,8,53.0,GENERAL,6,1996813173.0,12340338.0,1848489,1984472835.0,175,321123079,3
Maharashtra,SATARA,0,SHS,1,4,44.0,GENERAL,6,152801213.0,51954358.0,1848489,100846855.0,175,321123079,3
Maharashtra,SATARA,0,VBA,1,0,63.0,SC,7,1427313.0,400000.0,1848489,1027313.0,175,321123079,3
Madhya Pradesh,SATNA,1,BJP,1,2,56.0,GENERAL,8,41719076.0,0.0,1575064,41719076.0,93,165541098,3
Madhya Pradesh,SATNA,0,INC,1,0,66.0,GENERAL,6,150375545.0,18844623.0,1575064,131530922.0,93,165541098,3
Madhya Pradesh,SATNA,0,BSP,1,2,62.0,GENERAL,3,24846270.0,746000.0,1575064,24100270.0,93,165541098,3
Telangana,SECUNDRABAD,1,BJP,1,0,58.0,GENERAL,5,81430778.0,4500000.0,1968276,76930778.0,74,127212819,4
Telangana,SECUNDRABAD,0,TRS,1,6,32.0,GENERAL,8,301011219.0,68489543.0,1968276,232521676.0,74,127212819,4
Telangana,SECUNDRABAD,0,INC,1,0,58.0,GENERAL,7,24655065.0,2400000.0,1968276,22255065.0,74,127212819,4
Telangana,SECUNDRABAD,0,JnP,1,0,44.0,GENERAL,3,34643000.0,1800000.0,1968276,32843000.0,74,127212819,4
Madhya Pradesh,SHAHDOL,1,BJP,0,0,32.0,ST,7,36564408.0,1736289.0,1656474,34828119.0,93,165541098,5
Madhya Pradesh,SHAHDOL,0,INC,0,0,50.0,ST,8,20491903.0,3913894.0,1656474,16578009.0,93,165541098,5
Madhya Pradesh,SHAHDOL,0,CPI(M),0,0,31.0,ST,6,223200.0,20000.0,1656474,203200.0,93,165541098,5
Madhya Pradesh,SHAHDOL,0,BSP,1,0,65.0,ST,4,826000.0,0.0,1656474,826000.0,93,165541098,5
Madhya Pradesh,SHAHDOL,0,GGP,1,0,27.0,ST,4,932000.0,0.0,1656474,932000.0,93,165541098,5
Uttar Pradesh,SHAHJAHANPUR,1,BJP,1,1,42.0,SC,6,43448049.0,1179697.0,2114201,42268352.0,251,458868319,3
Uttar Pradesh,SHAHJAHANPUR,0,BSP,1,5,48.0,SC,8,15755445.0,1200128.0,2114201,14555317.0,251,458868319,3
Uttar Pradesh,SHAHJAHANPUR,0,INC,1,0,47.0,SC,7,52249560.0,2159156.0,2114201,50090404.0,251,458868319,3
Bihar,SHEOHAR,1,BJP,0,1,69.0,GENERAL,7,328364940.0,0.0,1686215,328364940.0,218,384468939,8
Bihar,SHEOHAR,0,RJD,1,1,52.0,GENERAL,8,25526590.0,8814643.0,1686215,16711947.0,218,384468939,8
Bihar,SHEOHAR,0,IND,1,3,73.0,GENERAL,6,17741102.0,0.0,1686215,17741102.0,218,384468939,8
Bihar,SHEOHAR,0,IND,1,0,44.0,GENERAL,6,4069008.0,0.0,1686215,4069008.0,218,384468939,8
Bihar,SHEOHAR,0,NCP,1,0,51.0,GENERAL,6,6324527.0,150000.0,1686215,6174527.0,218,384468939,8
Bihar,SHEOHAR,0,BSP,1,1,30.0,GENERAL,6,22447516.0,9700000.0,1686215,12747516.0,218,384468939,8
Bihar,SHEOHAR,0,IND,1,0,31.0,SC,4,1545086.0,0.0,1686215,1545086.0,218,384468939,8
Bihar,SHEOHAR,0,IND,1,0,51.0,GENERAL,6,2302500.0,0.0,1686215,2302500.0,218,384468939,8
Meghalaya,SHILLONG,1,INC,1,0,51.0,ST,7,549515421.0,0.0,1197806,549515421.0,6,5744388,3
Meghalaya,SHILLONG,0,UDP,1,0,54.0,ST,9,11432184.0,1178370.0,1197806,10253814.0,6,5744388,3
Meghalaya,SHILLONG,0,BJP,1,0,52.0,ST,4,66168175.0,0.0,1197806,66168175.0,6,5744388,3
Himachal Pradesh,SHIMLA,1,BJP,1,0,48.0,SC,8,15705738.0,7873806.0,1259085,7831932.0,9,11941770,2
Himachal Pradesh,SHIMLA,0,INC,1,1,78.0,SC,9,36782528.0,4111104.0,1259085,32671424.0,9,11941770,2
Karnataka,SHIMOGA,1,BJP,1,2,46.0,GENERAL,7,674093851.0,14150647.0,1676668,659943204.0,72,131214920,2
Karnataka,SHIMOGA,0,JD(S),1,1,52.0,GENERAL,7,615887761.0,170909000.0,1676668,444978761.0,72,131214920,2
Maharashtra,SHIRDI,1,SHS,1,1,56.0,SC,4,113710526.0,205100.0,1587079,113505426.0,175,321123079,6
Maharashtra,SHIRDI,0,INC,1,1,64.0,SC,5,26419995.0,1935504.0,1587079,24484491.0,175,321123079,6
Maharashtra,SHIRDI,0,VBA,1,2,39.0,SC,7,24086176.0,8810000.0,1587079,15276176.0,175,321123079,6
Maharashtra,SHIRDI,0,IND,1,0,69.0,SC,7,89493665.0,6141795.0,1587079,83351870.0,175,321123079,6
Maharashtra,SHIRDI,0,CPI(M),1,1,58.0,SC,7,13605985.0,1622993.0,1587079,11982992.0,175,321123079,6
Maharashtra,SHIRDI,0,IND,1,9,32.0,SC,6,113801.0,0.0,1587079,113801.0,175,321123079,6
Maharashtra,SHIRUR,1,NCP,1,0,38.0,GENERAL,7,43351521.0,1488116.0,2175529,41863405.0,175,321123079,3
Maharashtra,SHIRUR,0,SHS,1,10,64.0,GENERAL,5,290165511.0,49898166.0,2175529,240267345.0,175,321123079,3
Maharashtra,SHIRUR,0,VBA,1,2,36.0,GENERAL,3,1199794.0,60000.0,2175529,1139794.0,175,321123079,3
Uttar Pradesh,SHRAWASTI,1,BSP,1,0,49.0,GENERAL,7,19108216.0,350000.0,1914739,18758216.0,251,458868319,4
Uttar Pradesh,SHRAWASTI,0,BJP,1,0,52.0,GENERAL,8,28788083.0,155755.0,1914739,28632328.0,251,458868319,4
Uttar Pradesh,SHRAWASTI,0,INC,1,8,54.0,GENERAL,8,110455296.0,1671408.0,1914739,108783888.0,251,458868319,4
Uttar Pradesh,SHRAWASTI,0,CPI(M),1,0,63.0,GENERAL,1,2395000.0,0.0,1914739,2395000.0,251,458868319,4
Madhya Pradesh,SIDHI,1,BJP,0,0,41.0,GENERAL,8,51541791.0,505922.0,1845547,51035869.0,93,165541098,6
Madhya Pradesh,SIDHI,0,INC,1,2,63.0,GENERAL,8,375482525.0,4000000.0,1845547,371482525.0,93,165541098,6
Madhya Pradesh,SIDHI,0,CPI(M),1,4,39.0,GENERAL,4,1176000.0,0.0,1845547,1176000.0,93,165541098,6
Madhya Pradesh,SIDHI,0,BSP,1,0,48.0,ST,6,30814000.0,0.0,1845547,30814000.0,93,165541098,6
Madhya Pradesh,SIDHI,0,GGP,1,0,63.0,ST,8,6173351.0,280000.0,1845547,5893351.0,93,165541098,6
Madhya Pradesh,SIDHI,0,IND,1,0,34.0,GENERAL,5,0.0,0.0,1845547,0.0,93,165541098,6
Rajasthan,SIKAR,1,BJP,1,0,67.0,GENERAL,8,2827638.0,2719583.0,2041612,108055.0,74,144688084,3
Rajasthan,SIKAR,0,INC,1,0,61.0,GENERAL,7,82542126.0,1450462.0,2041612,81091664.0,74,144688084,3
Rajasthan,SIKAR,0,CPI(M),1,0,63.0,GENERAL,8,4444641.0,780500.0,2041612,3664141.0,74,144688084,3
Sikkim,SIKKIM,1,SKM,1,0,30.0,GENERAL,8,478817.0,0.0,434128,478817.0,4,1736512,4
Sikkim,SIKKIM,0,SDF,1,0,42.0,GENERAL,7,2789212.0,436959.0,434128,2352253.0,4,1736512,4
Sikkim,SIKKIM,0,BJP,1,0,33.0,ST,2,563879.0,0.0,434128,563879.0,4,1736512,4
Sikkim,SIKKIM,0,INC,1,0,58.0,GENERAL,4,41650325.0,0.0,434128,41650325.0,4,1736512,4
Assam,SILCHAR,1,BJP,1,0,48.0,GENERAL,8,29901767.0,6976701.0,1195720,22925066.0,44,68675245,2
Assam,SILCHAR,0,INC,0,1,46.0,GENERAL,8,106707145.0,19405127.0,1195720,87302018.0,44,68675245,2
Jharkhand,SINGHBHUM,1,INC,0,1,35.0,ST,8,25249018.0,1928508.0,1269917,23320510.0,65,100839587,6
Jharkhand,SINGHBHUM,0,BJP,1,3,57.0,ST,6,19516408.0,1265285.0,1269917,18251123.0,65,100839587,6
Jharkhand,SINGHBHUM,0,IND,0,0,29.0,ST,8,125000.0,0.0,1269917,125000.0,65,100839587,6
Jharkhand,SINGHBHUM,0,APoI,1,0,25.0,ST,8,52985.0,0.0,1269917,52985.0,65,100839587,6
Jharkhand,SINGHBHUM,0,BSP,1,1,31.0,ST,6,611726.0,0.0,1269917,611726.0,65,100839587,6
Jharkhand,SINGHBHUM,0,IND,1,0,31.0,ST,7,2030615.0,36000.0,1269917,1994615.0,65,100839587,6
Haryana,SIRSA,1,BJP,0,0,51.0,SC,8,42596349.0,2500000.0,1803349,40096349.0,41,73370373,5
Haryana,SIRSA,0,INC,1,1,43.0,SC,9,64311703.0,7489962.0,1803349,56821741.0,41,73370373,5
Haryana,SIRSA,0,JNJP,1,0,37.0,SC,6,1805374.0,0.0,1803349,1805374.0,41,73370373,5
Haryana,SIRSA,0,INLD,1,0,49.0,SC,4,10601527.0,4446477.0,1803349,6155050.0,41,73370373,5
Haryana,SIRSA,0,BSP,1,0,50.0,SC,8,18517000.0,1500000.0,1803349,17017000.0,41,73370373,5
Bihar,SITAMARHI,1,JD(U),1,6,58.0,GENERAL,7,60717031.0,10277790.0,1752454,50439241.0,218,384468939,6
Bihar,SITAMARHI,0,RJD,1,2,47.0,GENERAL,9,18988281.0,1511335.0,1752454,17476946.0,218,384468939,6
Bihar,SITAMARHI,0,IND,1,0,33.0,GENERAL,3,8045411.0,0.0,1752454,8045411.0,218,384468939,6
Bihar,SITAMARHI,0,IND,1,0,48.0,GENERAL,1,539731.0,0.0,1752454,539731.0,218,384468939,6
Bihar,SITAMARHI,0,IND,1,0,55.0,GENERAL,7,2277607.0,0.0,1752454,2277607.0,218,384468939,6
Bihar,SITAMARHI,0,IND,1,0,48.0,GENERAL,3,5833784.0,122000.0,1752454,5711784.0,218,384468939,6
Uttar Pradesh,SITAPUR,1,BJP,1,1,58.0,GENERAL,8,73129716.0,108148.0,1666126,73021568.0,251,458868319,3
Uttar Pradesh,SITAPUR,0,BSP,1,1,53.0,GENERAL,7,34286356.0,0.0,1666126,34286356.0,251,458868319,3
Uttar Pradesh,SITAPUR,0,INC,0,1,45.0,GENERAL,3,12560808.0,4284514.0,1666126,8276294.0,251,458868319,3
Tamil Nadu,SIVAGANGA,1,INC,1,8,47.0,GENERAL,7,793729024.0,174081116.0,1552019,619647908.0,189,291486662,6
Tamil Nadu,SIVAGANGA,0,BJP,1,3,61.0,GENERAL,7,26223393.0,5910000.0,1552019,20313393.0,189,291486662,6
