state,constituency,winner,party,gender,criminal cases,age,category,education,assets,liabilities,total electors,balance assets,total_cons_per_state,total_voters_per_state,total_voters_per_cons
Telangana,ADILABAD,1,BJP,1,52,52.0,ST,6,3099414.0,231450.0,1489790,2867964.0,74,127212819,3
Telangana,ADILABAD,0,TRS,1,0,54.0,ST,8,18477888.0,847000.0,1489790,17630888.0,74,127212819,3
Telangana,ADILABAD,0,INC,1,3,52.0,ST,6,36491000.0,15300000.0,1489790,21191000.0,74,127212819,3
Uttar Pradesh,AGRA,1,BJP,1,5,58.0,SC,9,74274036.0,8606522.0,1937690,65667514.0,251,458868319,3
Uttar Pradesh,AGRA,0,BSP,1,0,47.0,SC,8,133784385.0,22251891.0,1937690,111532494.0,251,458868319,3
Uttar Pradesh,AGRA,0,INC,0,0,54.0,SC,8,55075753.0,0.0,1937690,55075753.0,251,458868319,3
Maharashtra,AHMADNAGAR,1,BJP,1,0,37.0,GENERAL,9,168664576.0,2623964.0,1861396,166040612.0,175,321123079,3
Maharashtra,AHMADNAGAR,0,NCP,1,1,34.0,GENERAL,7,94488381.0,32549132.0,1861396,61939249.0,175,321123079,3
Maharashtra,AHMADNAGAR,0,VBA,1,0,62.0,GENERAL,7,13949000.0,1400000.0,1861396,12549000.0,175,321123079,3
Gujarat,AHMEDABAD EAST,1,BJP,1,0,58.0,GENERAL,5,74699690.0,6252577.0,1811851,68447113.0,69,119028011,2
Gujarat,AHMEDABAD EAST,0,INC,0,6,38.0,GENERAL,4,40375418.0,3121888.0,1811851,37253530.0,69,119028011,2
Gujarat,AHMEDABAD WEST,1,BJP,1,0,69.0,SC,8,89474039.0,0.0,1643317,89474039.0,69,119028011,3
Gujarat,AHMEDABAD WEST,0,INC,1,0,68.0,SC,7,262997727.0,18943977.0,1643317,244053750.0,69,119028011,3
Gujarat,AHMEDABAD WEST,0,BSP,1,0,66.0,SC,3,5354000.0,0.0,1643317,5354000.0,69,119028011,3
Rajasthan,AJMER,1,BJP,1,0,64.0,GENERAL,6,85101774.0,8319942.0,1876346,76781832.0,74,144688084,4
Rajasthan,AJMER,0,INC,1,0,40.0,GENERAL,7,853998231.0,306012685.0,1876346,547985546.0,74,144688084,4
Rajasthan,AJMER,0,BSP,1,0,60.0,SC,8,41740458.0,890000.0,1876346,40850458.0,74,144688084,4
Rajasthan,AJMER,0,APoI,1,0,60.0,SC,8,25792244.0,268705.0,1876346,25523539.0,74,144688084,4
Uttar Pradesh,AKBARPUR,1,BJP,1,0,64.0,GENERAL,4,28546617.0,559965.0,1766121,27986652.0,251,458868319,3
Uttar Pradesh,AKBARPUR,0,BSP,0,0,46.0,GENERAL,8,134448979.0,13619617.0,1766121,120829362.0,251,458868319,3
Uttar Pradesh,AKBARPUR,0,INC,1,1,58.0,GENERAL,7,19097262.0,8600000.0,1766121,10497262.0,251,458868319,3
Maharashtra,AKOLA,1,BJP,1,1,60.0,GENERAL,7,77153230.0,14985774.0,1865169,62167456.0,175,321123079,3
Maharashtra,AKOLA,0,VBA,1,0,64.0,GENERAL,7,58722916.0,0.0,1865169,58722916.0,175,321123079,3
Maharashtra,AKOLA,0,INC,1,1,60.0,GENERAL,4,14947292.0,483635.0,1865169,14463657.0,175,321123079,3
Kerala,ALAPPUZHA,1,CPI(M),1,2,54.0,GENERAL,7,15268906.0,2220700.0,1356701,13048206.0,63,82698658,3
Kerala,ALAPPUZHA,0,INC,0,0,52.0,GENERAL,8,18665943.0,825000.0,1356701,17840943.0,63,82698658,3
Kerala,ALAPPUZHA,0,BJP,1,1,64.0,GENERAL,9,16484722.0,0.0,1356701,16484722.0,63,82698658,3
Kerala,ALATHUR,1,INC,0,3,32.0,SC,4,1152816.0,0.0,1266794,1152816.0,63,82698658,3
Kerala,ALATHUR,0,CPI(M),1,0,44.0,SC,9,4083003.0,519379.0,1266794,3563624.0,63,82698658,3
Kerala,ALATHUR,0,BDJS,1,4,61.0,SC,4,1261055.0,685000.0,1266794,576055.0,63,82698658,3
Uttar Pradesh,ALIGARH,1,BJP,1,0,46.0,GENERAL,4,109522559.0,28095176.0,1887127,81427383.0,251,458868319,3
Uttar Pradesh,ALIGARH,0,BSP,1,0,51.0,GENERAL,9,281852783.0,0.0,1887127,281852783.0,251,458868319,3
Uttar Pradesh,ALIGARH,0,INC,1,4,62.0,GENERAL,7,12863000.0,4273034.0,1887127,8589966.0,251,458868319,3
West Bengal,ALIPURDUARS,1,BJP,1,9,43.0,ST,3,1418730.0,0.0,1648383,1418730.0,173,288147109,4
West Bengal,ALIPURDUARS,0,AITC,1,0,52.0,ST,7,9039609.0,581713.0,1648383,8457896.0,173,288147109,4
West Bengal,ALIPURDUARS,0,RSP,0,0,42.0,ST,8,2804955.0,304672.0,1648383,2500283.0,173,288147109,4
West Bengal,ALIPURDUARS,0,INC,1,0,44.0,ST,7,2320328.0,659760.0,1648383,1660568.0,173,288147109,4
Uttar Pradesh,ALLAHABAD,1,BJP,0,6,69.0,GENERAL,9,26919330.0,1600000.0,1716160,25319330.0,251,458868319,4
Uttar Pradesh,ALLAHABAD,0,SP,1,0,63.0,GENERAL,7,292681002.0,0.0,1716160,292681002.0,251,458868319,4
Uttar Pradesh,ALLAHABAD,0,INC,1,1,49.0,GENERAL,6,4200199.0,0.0,1716160,4200199.0,251,458868319,4
Uttar Pradesh,ALLAHABAD,0,CPI(M),1,0,77.0,GENERAL,8,31397972.0,308458.0,1716160,31089514.0,251,458868319,4
Uttarakhand,ALMORA,1,BJP,1,0,46.0,SC,6,9910448.0,55845.0,1337808,9854603.0,14,22213158,3
Uttarakhand,ALMORA,0,INC,1,1,60.0,SC,8,13293598.0,2500000.0,1337808,10793598.0,14,22213158,3
Uttarakhand,ALMORA,0,BSP,1,0,41.0,SC,8,2870000.0,1500000.0,1337808,1370000.0,14,22213158,3
Rajasthan,ALWAR,1,BJP,1,0,35.0,GENERAL,4,352929.0,0.0,1888524,352929.0,74,144688084,3
Rajasthan,ALWAR,0,INC,1,2,47.0,GENERAL,7,136542038.0,0.0,1888524,136542038.0,74,144688084,3
Rajasthan,ALWAR,0,BSP,1,0,31.0,GENERAL,4,16328526.0,5844684.0,1888524,10483842.0,74,144688084,3
Andhra Pradesh,AMALAPURAM,1,YSRCP,0,0,46.0,SC,7,85993362.0,2431407.0,1459556,83561955.0,101,159256762,3
Andhra Pradesh,AMALAPURAM,0,TDP,1,0,28.0,SC,7,73049918.0,1537488.0,1459556,71512430.0,101,159256762,3
Andhra Pradesh,AMALAPURAM,0,JnP,1,1,59.0,SC,8,28930012.0,0.0,1459556,28930012.0,101,159256762,3
Haryana,AMBALA,1,BJP,1,0,67.0,SC,8,54361499.0,188861.0,1853711,54172638.0,41,73370373,4
Haryana,AMBALA,0,INC,0,0,56.0,SC,8,240508152.0,0.0,1853711,240508152.0,41,73370373,4
Haryana,AMBALA,0,BSP,1,0,55.0,SC,4,38090737.0,73613.0,1853711,38017124.0,41,73370373,4
Haryana,AMBALA,0,INLD,1,1,61.0,SC,4,4415779.0,0.0,1853711,4415779.0,41,73370373,4
Uttar Pradesh,AMBEDKAR NAGAR,1,BSP,1,1,38.0,GENERAL,7,307265103.0,24739098.0,1785657,282526005.0,251,458868319,3
Uttar Pradesh,AMBEDKAR NAGAR,0,BJP,1,0,71.0,GENERAL,7,24116406.0,12848.0,1785657,24103558.0,251,458868319,3
Uttar Pradesh,AMBEDKAR NAGAR,0,SBSP,1,0,36.0,GENERAL,6,2137783.0,0.0,1785657,2137783.0,251,458868319,3
Uttar Pradesh,AMETHI,1,BJP,0,0,43.0,GENERAL,6,111099609.0,0.0,1743515,111099609.0,251,458868319,2
Uttar Pradesh,AMETHI,0,INC,1,6,48.0,GENERAL,8,158877063.0,7201904.0,1743515,151675159.0,251,458868319,2
Maharashtra,AMRAVATI,1,IND,0,1,33.0,SC,4,124554656.0,70576979.0,1833091,53977677.0,175,321123079,4
Maharashtra,AMRAVATI,0,SHS,1,2,71.0,SC,7,44015877.0,8545894.0,1833091,35469983.0,175,321123079,4
Maharashtra,AMRAVATI,0,VBA,1,2,47.0,SC,5,351944996.0,79139288.0,1833091,272805708.0,175,321123079,4
Maharashtra,AMRAVATI,0,BSP,1,3,56.0,SC,6,338097138.0,6600000.0,1833091,331497138.0,175,321123079,4
Gujarat,AMRELI,1,BJP,1,0,64.0,GENERAL,6,35900763.0,828961.0,1628451,35071802.0,69,119028011,3
Gujarat,AMRELI,0,INC,1,0,42.0,GENERAL,7,14342991.0,0.0,1628451,14342991.0,69,119028011,3
Gujarat,AMRELI,0,BSP,1,0,47.0,SC,1,133189.0,0.0,1628451,133189.0,69,119028011,3
Punjab,AMRITSAR,1,INC,1,0,46.0,GENERAL,6,34011739.0,9031565.0,1507875,24980174.0,53,85100123,4
Punjab,AMRITSAR,0,BJP,1,0,67.0,GENERAL,8,340505737.0,57940950.0,1507875,282564787.0,53,85100123,4
Punjab,AMRITSAR,0,AAP,1,0,58.0,GENERAL,4,14878922.0,2789687.0,1507875,12089235.0,53,85100123,4
Punjab,AMRITSAR,0,CPI(M),0,0,55.0,GENERAL,7,661000.0,0.0,1507875,661000.0,53,85100123,4
Uttar Pradesh,AMROHA,1,BSP,1,0,43.0,GENERAL,7,74920879.0,19579691.0,1646435,55341188.0,251,458868319,3
Uttar Pradesh,AMROHA,0,BJP,1,0,58.0,GENERAL,3,1821251171.0,10700504.0,1646435,1810550667.0,251,458868319,3
Uttar Pradesh,AMROHA,0,INC,1,0,35.0,GENERAL,6,27003125.0,12293421.0,1646435,14709704.0,251,458868319,3
Andhra Pradesh,ANAKAPALLI,1,YSRCP,0,0,52.0,GENERAL,7,91526244.0,11139279.0,1521363,80386965.0,101,159256762,4
Andhra Pradesh,ANAKAPALLI,0,TDP,1,0,43.0,GENERAL,4,410547212.0,205591400.0,1521363,204955812.0,101,159256762,4
Andhra Pradesh,ANAKAPALLI,0,JnP,1,0,56.0,GENERAL,8,335308506.0,110928567.0,1521363,224379939.0,101,159256762,4
Andhra Pradesh,ANAKAPALLI,0,BJP,1,0,65.0,GENERAL,8,57688924.0,9497894.0,1521363,48191030.0,101,159256762,4
Gujarat,ANAND,1,BJP,1,2,54.0,GENERAL,5,77043053.0,7810840.0,1655870,69232213.0,69,119028011,2
Gujarat,ANAND,0,INC,1,0,65.0,GENERAL,7,54490955.0,1934855.0,1655870,52556100.0,69,119028011,2
Punjab,ANANDPUR SAHIB,1,INC,1,0,53.0,GENERAL,7,154637860.0,0.0,1698876,154637860.0,53,85100123,4
Punjab,ANANDPUR SAHIB,0,SAD,1,1,69.0,GENERAL,8,126971695.0,0.0,1698876,126971695.0,53,85100123,4
Punjab,ANANDPUR SAHIB,0,BSP,1,0,62.0,GENERAL,7,1408265156.0,3400824.0,1698876,1404864332.0,53,85100123,4
Punjab,ANANDPUR SAHIB,0,AAP,1,1,51.0,GENERAL,8,255712677.0,23667368.0,1698876,232045309.0,53,85100123,4
Andhra Pradesh,ANANTAPUR,1,YSRCP,1,2,48.0,GENERAL,9,11773091.0,1135547.0,1664160,10637544.0,101,159256762,4
Andhra Pradesh,ANANTAPUR,0,TDP,1,0,45.0,GENERAL,7,373887429.0,84550726.0,1664160,289336703.0,101,159256762,4
Andhra Pradesh,ANANTAPUR,0,INC,1,0,29.0,GENERAL,7,7264263.0,1700000.0,1664160,5564263.0,101,159256762,4
Andhra Pradesh,ANANTAPUR,0,CPI(M),1,9,58.0,GENERAL,3,25613277.0,2761973.0,1664160,22851304.0,101,159256762,4
Jammu & Kashmir,ANANTNAG,1,JKN,1,0,65.0,GENERAL,8,87620672.0,0.0,1397779,87620672.0,28,36030136,6
Jammu & Kashmir,ANANTNAG,0,INC,1,0,60.0,GENERAL,7,140146018.0,0.0,1397779,140146018.0,28,36030136,6
Jammu & Kashmir,ANANTNAG,0,JKPDP,0,1,59.0,GENERAL,7,8903857.0,0.0,1397779,8903857.0,28,36030136,6
Jammu & Kashmir,ANANTNAG,0,BJP,1,1,53.0,GENERAL,0,11710000.0,0.0,1397779,11710000.0,28,36030136,6
Jammu & Kashmir,ANANTNAG,0,JPC,1,0,60.0,ST,3,23265829.0,202000.0,1397779,23063829.0,28,36030136,6
Jammu & Kashmir,ANANTNAG,0,IND,1,0,45.0,GENERAL,6,31000.0,0.0,1397779,31000.0,28,36030136,6
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,1,INC,1,0,52.0,GENERAL,7,132233012.0,80450870.0,318471,51782142.0,5,1592355,5
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,0,BJP,1,1,46.0,GENERAL,7,85140573.0,4633914.0,318471,80506659.0,5,1592355,5
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,0,IND,1,0,61.0,GENERAL,8,19916000.0,1311000.0,318471,18605000.0,5,1592355,5
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,0,AAP,1,0,49.0,GENERAL,6,99887782.0,1791076.0,318471,98096706.0,5,1592355,5
Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,0,BSP,1,0,43.0,SC,8,1250000.0,240000.0,318471,1010000.0,5,1592355,5
Uttar Pradesh,AONLA,1,BJP,1,0,50.0,GENERAL,4,21766502.0,3324300.0,1785605,18442202.0,251,458868319,3
Uttar Pradesh,AONLA,0,BSP,0,1,57.0,GENERAL,7,241164456.0,2100000.0,1785605,239064456.0,251,458868319,3
Uttar Pradesh,AONLA,0,INC,1,0,64.0,GENERAL,7,41189445.0,0.0,1785605,41189445.0,251,458868319,3
Tamil Nadu,ARAKKONAM,1,DMK,1,2,71.0,GENERAL,4,1146984897.0,166365972.0,1500016,980618925.0,189,291486662,5
Tamil Nadu,ARAKKONAM,0,PMK,1,6,55.0,GENERAL,8,46023417.0,7710578.0,1500016,38312839.0,189,291486662,5
Tamil Nadu,ARAKKONAM,0,IND,1,0,43.0,GENERAL,3,133000.0,0.0,1500016,133000.0,189,291486662,5
Tamil Nadu,ARAKKONAM,0,NTK,1,0,40.0,GENERAL,8,3520000.0,0.0,1500016,3520000.0,189,291486662,5
Tamil Nadu,ARAKKONAM,0,MNM,1,0,61.0,GENERAL,8,10961100.0,0.0,1500016,10961100.0,189,291486662,5
West Bengal,ARAMBAGH,1,AITC,0,1,33.0,SC,8,12527597.0,4244000.0,1764726,8283597.0,173,288147109,4
West Bengal,ARAMBAGH,0,BJP,1,1,55.0,SC,8,2014593.0,1875000.0,1764726,139593.0,173,288147109,4
West Bengal,ARAMBAGH,0,CPI(M),1,2,59.0,SC,8,10448352.0,17324.0,1764726,10431028.0,173,288147109,4
West Bengal,ARAMBAGH,0,INC,0,0,41.0,SC,7,12069004.0,2996520.0,1764726,9072484.0,173,288147109,4
Tamil Nadu,ARANI,1,INC,1,1,46.0,GENERAL,7,234564815.0,33409505.0,1449150,201155310.0,189,291486662,5
Tamil Nadu,ARANI,0,AIADMK,1,0,63.0,GENERAL,7,111158268.0,1884554.0,1449150,109273714.0,189,291486662,5
Tamil Nadu,ARANI,0,IND,1,0,55.0,GENERAL,8,22006894.0,11328495.0,1449150,10678399.0,189,291486662,5
Tamil Nadu,ARANI,0,NTK,0,0,37.0,GENERAL,8,2934243.0,0.0,1449150,2934243.0,189,291486662,5
Tamil Nadu,ARANI,0,MNM,1,0,41.0,GENERAL,3,44642380.0,20565404.0,1449150,24076976.0,189,291486662,5
Bihar,ARARIA,1,BJP,1,3,52.0,GENERAL,4,5010577.0,1159200.0,1805439,3851377.0,218,384468939,2
Bihar,ARARIA,0,RJD,1,6,50.0,GENERAL,7,76618366.0,8566199.0,1805439,68052167.0,218,384468939,2
Bihar,ARRAH,1,BJP,1,1,66.0,GENERAL,7,79971720.0,0.0,2089353,79971720.0,218,384468939,4
Bihar,ARRAH,0,CPI(ML)(L),1,1,36.0,GENERAL,8,682315.0,0.0,2089353,682315.0,218,384468939,4
Bihar,ARRAH,0,IND,1,0,81.0,GENERAL,6,3196572.0,0.0,2089353,3196572.0,218,384468939,4
Bihar,ARRAH,0,SSD,1,0,70.0,GENERAL,6,4437819.0,0.0,2089353,4437819.0,218,384468939,4
Andhra Pradesh,ARUKU,1,YSRCP,0,0,26.0,ST,7,141179.0,0.0,1451418,141179.0,101,159256762,7
Andhra Pradesh,ARUKU,0,TDP,1,0,72.0,ST,8,65729020.0,0.0,1451418,65729020.0,101,159256762,7
Andhra Pradesh,ARUKU,0,JnP,1,3,49.0,ST,4,2567059.0,320000.0,1451418,2247059.0,101,159256762,7
Andhra Pradesh,ARUKU,0,BJP,1,0,54.0,ST,9,11443485.0,2200000.0,1451418,9243485.0,101,159256762,7
Andhra Pradesh,ARUKU,0,INC,0,0,46.0,ST,7,23592023.0,0.0,1451418,23592023.0,101,159256762,7
Andhra Pradesh,ARUKU,0,IND,1,0,61.0,ST,0,340500.0,0.0,1451418,340500.0,101,159256762,7
Andhra Pradesh,ARUKU,0,IND,0,0,37.0,ST,4,964000.0,0.0,1451418,964000.0,101,159256762,7
Arunachal Pradesh,ARUNACHAL EAST,1,BJP,1,0,54.0,ST,8,136628259.0,0.0,339788,136628259.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL EAST,0,INC,1,0,69.0,ST,7,353530297.0,4168771.0,339788,349361526.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL EAST,0,PPA,1,0,47.0,ST,6,10452925.0,0.0,339788,10452925.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL EAST,0,JD(S),1,0,38.0,ST,6,12720974.0,0.0,339788,12720974.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL EAST,0,IND,1,0,68.0,ST,7,27303830.0,0.0,339788,27303830.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL WEST,1,BJP,1,0,47.0,ST,7,15279000.0,0.0,463775,15279000.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL WEST,0,INC,1,1,51.0,ST,7,1002950534.0,204955775.0,463775,797994759.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL WEST,0,JD(S),0,0,56.0,ST,8,38265000.0,0.0,463775,38265000.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL WEST,0,NPEP,1,1,42.0,ST,6,300737886.0,7500000.0,463775,293237886.0,10,4017815,5
Arunachal Pradesh,ARUNACHAL WEST,0,PPA,1,0,45.0,ST,7,1955000.0,0.0,463775,1955000.0,10,4017815,5
West Bengal,ASANSOL,1,BJP,1,4,48.0,GENERAL,7,59234826.0,5722184.0,1615865,53512642.0,173,288147109,5
West Bengal,ASANSOL,0,AITC,0,0,65.0,GENERAL,8,101582564.0,0.0,1615865,101582564.0,173,288147109,5
West Bengal,ASANSOL,0,CPI(M),1,3,59.0,GENERAL,8,1618401.0,0.0,1615865,1618401.0,173,288147109,5
West Bengal,ASANSOL,0,INC,1,0,37.0,GENERAL,4,10163408.0,2629771.0,1615865,7533637.0,173,288147109,5
West Bengal,ASANSOL,0,BMUP,1,0,62.0,GENERAL,8,1748.0,0.0,1615865,1748.0,173,288147109,5
Odisha,ASKA,1,BJD,0,0,70.0,GENERAL,2,732470.0,0.0,1541145,732470.0,73,112683114,3
Odisha,ASKA,0,BJP,0,0,47.0,GENERAL,8,16175950.0,17925000.0,1541145,-1749050.0,73,112683114,3
Odisha,ASKA,0,CPI(M),1,1,47.0,GENERAL,8,329980.0,0.0,1541145,329980.0,73,112683114,3
Kerala,ATTINGAL,1,INC,1,7,63.0,GENERAL,7,144098612.0,27622685.0,1350710,116475927.0,63,82698658,3
Kerala,ATTINGAL,0,CPI(M),1,0,56.0,GENERAL,9,38448688.0,3611333.0,1350710,34837355.0,63,82698658,3
Kerala,ATTINGAL,0,BJP,0,40,49.0,GENERAL,7,1981638.0,0.0,1350710,1981638.0,63,82698658,3
Bihar,AURANGABAD,1,BJP,1,3,53.0,GENERAL,8,167895109.0,3746607.0,1742883,164148502.0,218,384468939,13
Maharashtra,AURANGABAD,1,AIMIM,1,4,50.0,GENERAL,8,29562768.0,6800000.0,1886284,22762768.0,175,321123079,13
Bihar,AURANGABAD,1,BSP,1,5,34.0,GENERAL,1,12674177.0,824000.0,1742883,11850177.0,218,384468939,13
Bihar,AURANGABAD,0,HAMS,1,0,55.0,GENERAL,8,20394370.0,471998.0,1742883,19922372.0,218,384468939,13
Maharashtra,AURANGABAD,0,SHS,1,9,67.0,GENERAL,6,89820322.0,31390310.0,1886284,58430012.0,175,321123079,13
Maharashtra,AURANGABAD,0,IND,1,2,41.0,GENERAL,7,123952399.0,11017453.0,1886284,112934946.0,175,321123079,13
Maharashtra,AURANGABAD,0,INC,1,0,56.0,GENERAL,6,339452909.0,198464347.0,1886284,140988562.0,175,321123079,13
Bihar,AURANGABAD,0,IND,1,0,62.0,GENERAL,7,8389250.0,0.0,1742883,8389250.0,218,384468939,13
Bihar,AURANGABAD,0,AHFBK,1,1,42.0,ST,7,6006600.0,0.0,1742883,6006600.0,218,384468939,13
Bihar,AURANGABAD,0,IND,1,0,43.0,GENERAL,7,1275000.0,0.0,1742883,1275000.0,218,384468939,13
Bihar,AURANGABAD,0,PPID,1,0,35.0,GENERAL,8,3717856.0,0.0,1742883,3717856.0,218,384468939,13
Bihar,AURANGABAD,0,IND,1,0,58.0,SC,1,155000.0,0.0,1742883,155000.0,218,384468939,13
Bihar,AURANGABAD,0,SPL,1,0,46.0,GENERAL,7,143780000.0,0.0,1742883,143780000.0,218,384468939,13
Assam,AUTONOMOUS DISTRICT,1,BJP,1,2,49.0,ST,7,20693570.0,5956209.0,795945,14737361.0,44,68675245,5
Assam,AUTONOMOUS DISTRICT,0,INC,1,0,76.0,ST,8,7866276.0,0.0,795945,7866276.0,44,68675245,5
Assam,AUTONOMOUS DISTRICT,0,IND,1,0,68.0,ST,8,610218.0,0.0,795945,610218.0,44,68675245,5
Assam,AUTONOMOUS DISTRICT,0,ASDC,1,0,61.0,ST,7,53785471.0,5000000.0,795945,48785471.0,44,68675245,5
Assam,AUTONOMOUS DISTRICT,0,NPEP,1,0,39.0,ST,3,6830962.0,1606436.0,795945,5224526.0,44,68675245,5
Uttar Pradesh,AZAMGARH,1,SP,1,0,45.0,GENERAL,7,377859166.0,2853000.0,1789168,375006166.0,251,458868319,2
Uttar Pradesh,AZAMGARH,0,BJP,1,1,40.0,GENERAL,6,59380841.0,5415364.0,1789168,53965477.0,251,458868319,2
Uttar Pradesh,BADAUN,0,BJP,0,2,34.0,GENERAL,7,40372093.0,0.0,1891576,40372093.0,251,458868319,3
Uttar Pradesh,BADAUN,0,SP,1,3,40.0,GENERAL,8,118688322.0,26510293.0,1891576,92178029.0,251,458868319,3
Uttar Pradesh,BADAUN,0,INC,1,5,66.0,GENERAL,7,763872000.0,5000000.0,1891576,758872000.0,251,458868319,3
Karnataka,BAGALKOT,1,BJP,1,0,68.0,GENERAL,7,43980663.0,7987991.0,1704010,35992672.0,72,131214920,2
Karnataka,BAGALKOT,0,INC,0,0,38.0,GENERAL,7,78375219.0,26784734.0,1704010,51590485.0,72,131214920,2
Uttar Pradesh,BAGHPAT,1,BJP,1,1,63.0,GENERAL,8,78195793.0,0.0,1616476,78195793.0,251,458868319,2
Uttar Pradesh,BAGHPAT,0,RLD,1,0,40.0,GENERAL,8,275023812.0,29242618.0,1616476,245781194.0,251,458868319,2
West Bengal,BAHARAMPUR,1,INC,1,7,63.0,GENERAL,4,101315437.0,8506984.0,1638378,92808453.0,173,288147109,5
West Bengal,BAHARAMPUR,0,AITC,1,9,55.0,GENERAL,6,47930322.0,2119820.0,1638378,45810502.0,173,288147109,5
West Bengal,BAHARAMPUR,0,BJP,1,0,55.0,GENERAL,7,6200.0,0.0,1638378,6200.0,173,288147109,5
West Bengal,BAHARAMPUR,0,IND,1,0,38.0,SC,3,10200.0,0.0,1638378,10200.0,173,288147109,5
West Bengal,BAHARAMPUR,0,RSP,1,0,66.0,GENERAL,7,3968029.0,322779.0,1638378,3645250.0,173,288147109,5
Uttar Pradesh,BAHRAICH,1,BJP,1,0,73.0,SC,4,45691463.0,3028133.0,1729908,42663330.0,251,458868319,3
Uttar Pradesh,BAHRAICH,0,SP,1,1,60.0,SC,6,11162030.0,0.0,1729908,11162030.0,251,458868319,3
Uttar Pradesh,BAHRAICH,0,INC,0,7,38.0,SC,7,3046772.0,0.0,1729908,3046772.0,251,458868319,3
Madhya Pradesh,BALAGHAT,1,BJP,1,0,66.0,GENERAL,5,88648133.0,1530693.0,1767725,87117440.0,93,165541098,4
Madhya Pradesh,BALAGHAT,0,INC,1,0,53.0,GENERAL,6,10237135.0,0.0,1767725,10237135.0,93,165541098,4
Madhya Pradesh,BALAGHAT,0,BSP,1,6,68.0,GENERAL,5,20550745.0,2200000.0,1767725,18350745.0,93,165541098,4
Madhya Pradesh,BALAGHAT,0,IND,1,0,62.0,GENERAL,7,44244840.0,0.0,1767725,44244840.0,93,165541098,4
Odisha,BALASORE,1,BJP,1,7,64.0,GENERAL,7,1346236.0,160.0,1531781,1346076.0,73,112683114,3
Odisha,BALASORE,0,BJD,1,0,51.0,GENERAL,5,726151097.0,63341667.0,1531781,662809430.0,73,112683114,3
Odisha,BALASORE,0,INC,1,0,46.0,GENERAL,7,1042005000.0,1079582000.0,1531781,-37577000.0,73,112683114,3
Uttar Pradesh,BALLIA,1,BJP,1,2,62.0,GENERAL,7,24498319.0,0.0,1822625,24498319.0,251,458868319,3
Uttar Pradesh,BALLIA,0,SP,1,5,56.0,GENERAL,5,26500222.0,531827.0,1822625,25968395.0,251,458868319,3
Uttar Pradesh,BALLIA,0,SBSP,1,3,51.0,GENERAL,6,67939301.0,0.0,1822625,67939301.0,251,458868319,3
West Bengal,BALURGHAT,1,BJP,1,0,39.0,GENERAL,9,5825866.0,2168170.0,1431704,3657696.0,173,288147109,4
West Bengal,BALURGHAT,0,AITC,0,0,52.0,GENERAL,7,2824728.0,0.0,1431704,2824728.0,173,288147109,4
West Bengal,BALURGHAT,0,RSP,1,0,50.0,SC,4,4632504.0,0.0,1431704,4632504.0,173,288147109,4
West Bengal,BALURGHAT,0,INC,1,4,40.0,GENERAL,7,21868500.0,9884000.0,1431704,11984500.0,173,288147109,4
Gujarat,BANASKANTHA,1,BJP,1,0,70.0,GENERAL,7,41819177.0,4500000.0,1697384,37319177.0,69,119028011,5
Gujarat,BANASKANTHA,0,INC,1,1,75.0,GENERAL,4,40404078.0,2164385.0,1697384,38239693.0,69,119028011,5
Gujarat,BANASKANTHA,0,IND,1,0,39.0,GENERAL,3,1705000.0,0.0,1697384,1705000.0,69,119028011,5
Gujarat,BANASKANTHA,0,BSP,1,1,49.0,GENERAL,1,7985000.0,1800000.0,1697384,6185000.0,69,119028011,5
Gujarat,BANASKANTHA,0,IND,0,0,33.0,GENERAL,7,2578000.0,2306381.0,1697384,271619.0,69,119028011,5
Uttar Pradesh,BANDA,1,BJP,1,2,59.0,GENERAL,7,55794086.0,0.0,1702024,55794086.0,251,458868319,4
Uttar Pradesh,BANDA,0,SP,1,0,74.0,GENERAL,7,655645059.0,0.0,1702024,655645059.0,251,458868319,4
Uttar Pradesh,BANDA,0,INC,1,8,59.0,GENERAL,6,43232650.0,13868284.0,1702024,29364366.0,251,458868319,4
Uttar Pradesh,BANDA,0,PSPL,1,0,37.0,GENERAL,6,2995889.0,0.0,1702024,2995889.0,251,458868319,4
Karnataka,BANGALORE CENTRAL,1,BJP,1,0,55.0,GENERAL,6,755529306.0,312521957.0,2204817,443007349.0,72,131214920,3
Karnataka,BANGALORE CENTRAL,0,INC,1,0,39.0,GENERAL,7,158434648.0,45079101.0,2204817,113355547.0,72,131214920,3
Karnataka,BANGALORE CENTRAL,0,IND,1,1,53.0,GENERAL,6,320963268.0,38320377.0,2204817,282642891.0,72,131214920,3
